car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Nissan Sunny সুপার সেলুন 2003,Nissan,Sunny,2003,Automatic,Saloon,"Octane, LPG",1500,60000 km,Rs 650000
Toyota Allion LPG 2004,Toyota,Allion,2004,Automatic,Saloon,"Octane, LPG",1500,61234 km,Rs 1320000
Toyota Probox black 2004,Toyota,Probox,2004,Automatic,Saloon,"Octane, LPG",1500,96000 km,Rs 530000
Toyota Allion A15 G Edition LPG 2006,Toyota,Allion,2006,Automatic,Saloon,"Octane, LPG",1500,65230 km,Rs 1345000
Toyota Noah si smart 2010,Toyota,Noah,2010,Automatic,Saloon,"Octane, LPG",2000,53000 km,Rs 1895000
Toyota Premio EX 2010,Toyota,Premio,2010,Automatic,Saloon,"Octane, LPG",1500,48000 km,Rs 1880000
Toyota Allion G Edition 2011,Toyota,Allion,2011,Automatic,Saloon,"Octane, LPG",1500,86245 km,Rs 1820000
Toyota Axio G 2011,Toyota,Axio,2011,Automatic,Saloon,"Octane, LPG",1500,62000 km,Rs 1310000
Toyota Premio EX 2012,Toyota,Premio,2012,Automatic,Saloon,"Octane, LPG",1500,39000 km,Rs 2050000
Toyota Axio G 2013,Toyota,Axio,2013,Automatic,Saloon,"Octane, LPG",1500,57285 km,Rs 1525000
Toyota Axio G Push 2013,Toyota,Axio,2013,Automatic,Saloon,"Octane, LPG",1500,47800 km,Rs 1485000
Toyota Premio G 2013,Toyota,Premio,2013,Automatic,Saloon,"Octane, LPG",1500,38400 km,Rs 2075000
Toyota Land Cruiser VX 1995,Toyota,Land Cruiser,1995,Automatic,SUV / 4x4,"Octane, LPG",4500,85000 km,Rs 1745000
Toyota Kluger V 2002,Toyota,Kluger,2002,Automatic,SUV / 4x4,"Octane, LPG",2400,70000 km,Rs 1650000
Nissan Murano G Limited Edition 2005,Nissan,Murano,2005,Automatic,SUV / 4x4,"Octane, LPG",2500,42000 km,Rs 1950000
Toyota RAV4 push start 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,"Octane, LPG",2362,63000 km,Rs 1590000
Toyota Fielder G PACKAGE PURPLE 2014,Toyota,Fielder,2014,Automatic,Estate,"Octane, Other fuel type",1500,63000 km,Rs 1750000
Mazda Axela 15S Package Blue 2014,Mazda,Axela,2014,Automatic,Saloon,"Octane, Other fuel type",1500,10000 km,Rs 2200000
Mazda Axela 15S Package Red 2014,Mazda,Axela,2014,Automatic,Saloon,"Octane, Other fuel type",1500,111000 km,Rs 2150000
Nissan X-Trail PEARL_20X_EMERGENCY 2014,Nissan,X-Trail,2014,Automatic,SUV / 4x4,"Octane, Other fuel type",2000,102000 km,Rs 3800000
Toyota Aqua G Push Black 2013,Toyota,Other Model,2013,Automatic,Hatchback,Petrol,1500,42000 km,Rs 1115000
Toyota Noah KR42 recondition 2005,Toyota,Noah,2005,Automatic,MPV,Petrol,1800,49000 km,Rs 1550000
Toyota Alphard 2005,Toyota,Alphard,2007,Automatic,MPV,Petrol,2400,152874 km,Rs 3000000
Toyota Hiace AMBULANCE 2015,Toyota,Hiace,2015,Automatic,MPV,Petrol,1500,60000 km,Rs 970000
Toyota Hiace GL DUEL AC SILVER 2015,Toyota,Hiace,2015,Automatic,MPV,Petrol,2000,57000 km,Rs 2460000
Toyota Hiace SUPER GL BLUE 2015,Toyota,Hiace,2015,Automatic,MPV,Petrol,2000,55000 km,Rs 2930000
Toyota Noah X DELIGHT PLUS 2015,Toyota,Noah,2015,Automatic,MPV,Petrol,2000,75000 km,Rs 3030000
Toyota Hiace DX GL WHITE 2016,Toyota,Hiace,2016,Automatic,MPV,Petrol,2000,57000 km,Rs 2320000
Toyota Hiace DX SILVER 2016,Toyota,Hiace,2016,Automatic,MPV,Petrol,2000,59000 km,Rs 2320000
Toyota Noah AMBULANCE 2016,Toyota,Noah,2016,Automatic,MPV,Petrol,1500,55000 km,Rs 1100000
Toyota Noah SI GRADE PEARL 2016,Toyota,Noah,2016,Automatic,MPV,Petrol,2000,55000 km,Rs 3380000
Toyota Noah X Wine 8 Seat 2016,Toyota,Noah,2016,Automatic,MPV,Petrol,2000,68000 km,Rs 3150000
Toyota Hiace S GL DARK PRIME 2017,Toyota,Hiace,2017,Automatic,MPV,Petrol,2000,65000 km,Rs 3480000
Toyota Hiace 2016,Toyota,Hiace,2016,Automatic,null,Petrol,2000,70000 km,Rs 2300000
Toyota Hilux 1992,Toyota,Hilux,1992,Manual,null,Petrol,2200,202342 km,Rs 310000
Isuzu 1995,Isuzu,Other Model,1995,Manual,null,Petrol,1800,86000 km,Rs 128000
Toyota Allion G PLUS WINE 2016,Toyota,Allion,2016,Automatic,Saloon,Petrol,1500,33000 km,Rs 3090000
Toyota Allion G WINE NS 4.5 2016,Toyota,Allion,2016,Automatic,Saloon,Petrol,1500,75000 km,Rs 2880000
Toyota Premio F New Shape 2016,Toyota,Premio,2016,Automatic,Saloon,Petrol,1500,35568 km,Rs 2550000
Toyota Premio F KEY 4 POINT 2017,Toyota,Premio,2017,Automatic,Saloon,Petrol,1500,25204 km,Rs 2800000
Toyota Premio KEY START SILVER 2017,Toyota,Premio,2017,Automatic,Saloon,Petrol,1500,25000 km,Rs 2800000
Toyota Premio FL-PKG 2017,Toyota,Premio,2017,Automatic,Saloon,Petrol,1500,42556 km,Rs 2930000
Toyota Premio FL LED BLACK 2018,Toyota,Premio,2018,Automatic,Saloon,Petrol,1500,65000 km,Rs 3250000
Toyota Prado LIMITED LOADED SUV 2014,Toyota,Prado,2014,Automatic,SUV / 4x4,Petrol,2700,29689 km,Rs 7500000
Toyota Starlet Soleil 1992,Toyota,Other Model,1992,Automatic,Hatchback,"Petrol, CNG",1331,135773 km,Rs 350000
Toyota Starlet 1989,Toyota,Starlet,1995,Manual,Hatchback,"Petrol, CNG",1331,169590 km,Rs 180000
Toyota navana 1996,Toyota,Other Model,1996,Manual,MPV,"Petrol, CNG",1800,75000 km,Rs 375000
Toyota Noah 2002,Toyota,Noah,2002,Automatic,MPV,"Petrol, CNG",1800,60000 km,Rs 980000
Toyota Noah X 2003,Toyota,Noah,2003,Automatic,MPV,"Petrol, CNG",2000,690000 km,Rs 980000
Toyota Noah খুব ভালো গাড়ি 2003,Toyota,Noah,2003,Automatic,MPV,"Petrol, CNG",1800,98000 km,Rs 650000
Toyota Noah X - 2003,Toyota,Noah,2003,Automatic,MPV,"Petrol, CNG",2000,82842 km,Rs 935000
Toyota Hiace DX 2004,Toyota,Hiace,2004,Automatic,MPV,"Petrol, CNG",2000,90000 km,Rs 650000
Toyota Noah 2004,Toyota,Noah,2004,Automatic,MPV,"Petrol, CNG",1800,95000 km,Rs 795000
Toyota Noah GL 2006,Toyota,Noah,2006,Automatic,MPV,"Petrol, CNG",1800,95000 km,Rs 1190000
Toyota Noah 2003,Toyota,Noah,2009,Automatic,MPV,"Petrol, CNG",1800,90000 km,Rs 650000
Nissan Sunny 1994,Nissan,Sunny,1994,Manual,null,"Petrol, CNG",1500,115000 km,Rs 120000
Toyota Corolla 100 LX LIMITED 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG",1331,160000 km,Rs 330000
Toyota Corolla AE100 SE LIMITED 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG",1500,1387 km,Rs 365000
Toyota Corolla AE100 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG",1500,95000 km,Rs 350000
Toyota Corolla LX Limited 1994,Toyota,Corolla,1994,Automatic,Saloon,"Petrol, CNG",1500,150000 km,Rs 380000
Mitsubishi Lancer Extra NCER Limited 1999,Mitsubishi,Lancer,1999,Automatic,Saloon,"Petrol, CNG",1500,70000 km,Rs 485000
Toyota Allion A15 2001,Toyota,Allion,2001,Automatic,Saloon,"Petrol, CNG",1500,75000 km,Rs 995000
Toyota Corsa 1996,Toyota,Corsa,2001,Manual,Saloon,"Petrol, CNG",1331,11000 km,Rs 380000
Nissan Bluebird Urgent sell 2003,Nissan,Bluebird,2003,Automatic,Saloon,"Petrol, CNG",1500,30000 km,Rs 670000
Toyota Corolla x 2004,Toyota,Corolla,2004,Automatic,Saloon,"Petrol, CNG",1300,72000 km,Rs 810000
Toyota Corolla Silver color 2005,Toyota,Corolla,2005,Automatic,Saloon,"Petrol, CNG",1500,25000 km,Rs 950000
Toyota Corolla X HID selection Ltd 2006,Toyota,Corolla,2006,Automatic,Saloon,"Petrol, CNG",1500,72000 km,Rs 1080000
Chery Car nice condition 2006,Chery,Other Model,2006,Automatic,Saloon,"Petrol, CNG",1500,72180 km,Rs 230000
Toyota Allion A15 2009,Toyota,Allion,2009,Automatic,Saloon,"Petrol, CNG",1500,92000 km,Rs 1550000
Toyota Allion A15 2009,Toyota,Allion,2009,Automatic,Saloon,"Petrol, CNG",1500,75000 km,Rs 1695000
Toyota Axio x 2010,Toyota,Axio,2010,Automatic,Saloon,"Petrol, CNG",1500,52341 km,Rs 1290000
Toyota Axio x 2012,Toyota,Axio,2012,Automatic,Saloon,"Petrol, CNG",1500,45000 km,Rs 1495000
Kia Sportage Sunroof Silver Color 2004,Kia,Sportage,2004,Automatic,SUV / 4x4,"Petrol, CNG",2700,68000 km,Rs 950000
Nissan Carryboy pickup 2006,Nissan,Carryboy,2006,Manual,SUV / 4x4,"Petrol, CNG",2400,97000 km,Rs 750000
Toyota Probox DX 2003,Toyota,Probox,2003,Automatic,Estate,"Petrol, CNG, Octane",1500,93000 km,Rs 580000
Toyota Probox Succeed GL 2004,Toyota,Probox,2004,Automatic,Estate,"Petrol, CNG, Octane",1500,93000 km,Rs 640000
Toyota Fielder X SUPER FRESH 2009,Toyota,Fielder,2009,Automatic,Estate,"Petrol, CNG, Octane",1500,89601 km,Rs 1165000
Toyota Probox Fresh Condition 2012,Toyota,Probox,2012,Automatic,Estate,"Petrol, CNG, Octane",1500,63000 km,Rs 850000
Toyota ist Japan 2004,Toyota,ist,2004,Automatic,Hatchback,"Petrol, CNG, Octane",1300,50000 km,Rs 765000
Toyota RunX 2005,Toyota,RunX,2005,Automatic,Hatchback,"Petrol, CNG, Octane",1500,142000 km,Rs 895000
Toyota Noah Townace Limo 1998,Toyota,Noah,1998,Automatic,MPV,"Petrol, CNG, Octane",2000,80000 km,Rs 699000
Toyota TownAce Fresh Condition 2003,Toyota,TownAce,2003,Automatic,MPV,"Petrol, CNG, Octane",1800,99500 km,Rs 1090000
Toyota Noah x edition 2004,Toyota,Noah,2004,Automatic,MPV,"Petrol, CNG, Octane",2000,75000 km,Rs 1175000
Toyota Noah X 2005,Toyota,Noah,2005,Automatic,MPV,"Petrol, CNG, Octane",2000,78000 km,Rs 1145000
Toyota Noah Kr 42 DX 2006,Toyota,Noah,2006,Automatic,MPV,"Petrol, CNG, Octane",1800,125000 km,Rs 1250000
Suzuki APV 2007,Suzuki,APV,2007,Automatic,MPV,"Petrol, CNG, Octane",1600,78000 km,Rs 820000
Toyota Hiace Fresh Condition 2010,Toyota,Hiace,2010,Automatic,MPV,"Petrol, CNG, Octane",2000,98500 km,Rs 1880000
Toyota Noah lite ace 2010,Toyota,Noah,2010,Automatic,MPV,"Petrol, CNG, Octane",1500,95000 km,Rs 425000
Toyota Noah X 2010,Toyota,Noah,2010,Automatic,MPV,"Petrol, CNG, Octane",2000,69000 km,Rs 1950000
Toyota LiteAce delivery van 2011,Toyota,LiteAce,2011,Automatic,MPV,"Petrol, CNG, Octane",1500,100000 km,Rs 425000
Toyota Noah X Si 2011,Toyota,Noah,2011,Automatic,MPV,"Petrol, CNG, Octane",2000,65000 km,Rs 2150000
Toyota Noah X- SMART PUSH 2012,Toyota,Noah,2012,Automatic,MPV,"Petrol, CNG, Octane",2000,77000 km,Rs 2270000
Toyota Hiace GL DUAL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,42344 km,Rs 2200000
Toyota Hiace GL DUAL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,34567 km,Rs 2198000
Toyota Hiace GL DUAL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,45677 km,Rs 2199000
Toyota Corolla EE 90 se limited 1990,Toyota,Corolla,1990,Manual,Saloon,"Petrol, CNG, Octane",1300,86000 km,Rs 195000
Toyota Corolla ac limited 1992,Toyota,Corolla,1992,Automatic,Saloon,"Petrol, CNG, Octane",1500,100000 km,Rs 350000
Toyota Corolla 111 1996,Toyota,Corolla,1996,Automatic,Saloon,"Petrol, CNG, Octane",1331,80000 km,Rs 385000
Toyota Corolla xe saloon 1500cc 1997,Toyota,Corolla,1997,Automatic,Saloon,"Petrol, CNG, Octane",1500,95865 km,Rs 545000
Toyota Sprinter SE Vintage Limited 1997,Toyota,Sprinter,1997,Automatic,Saloon,"Petrol, CNG, Octane",1500,190000 km,Rs 550000
Toyota Corolla wargon 1999,Toyota,Corolla,1999,Automatic,Saloon,"Petrol, CNG, Octane",1331,96352 km,Rs 345000
Toyota Corolla RIVIERE 2000,Toyota,Corolla,2000,Automatic,Saloon,"Petrol, CNG, Octane",1500,136000 km,Rs 670000
Toyota Sprinter xe saloon vintage 2000,Toyota,Sprinter,2000,Automatic,Saloon,"Petrol, CNG, Octane",1500,50000 km,Rs 575000
Toyota Allion silver A15 2002,Toyota,Allion,2002,Automatic,Saloon,"Petrol, CNG, Octane",1500,95000 km,Rs 965000
Toyota Corolla X LTD Personal Car 2003,Toyota,Corolla,2003,Automatic,Saloon,"Petrol, CNG, Octane",1500,122850 km,Rs 855000
Toyota Probox GL 2003,Toyota,Probox,2003,Automatic,Saloon,"Petrol, CNG, Octane",1500,65000 km,Rs 550000
Toyota Probox dx 2003,Toyota,Probox,2003,Manual,Saloon,"Petrol, CNG, Octane",1500,240000 km,Rs 450555
Toyota Allion Used 2004,Toyota,Allion,2004,Automatic,Saloon,"Petrol, CNG, Octane",1500,98500 km,Rs 1130000
Toyota Corolla G PKG New Shape 2004,Toyota,Corolla,2004,Automatic,Saloon,"Petrol, CNG, Octane",1500,99750 km,Rs 945000
Toyota Corolla G 2005,Toyota,Corolla,2005,Automatic,Saloon,"Petrol, CNG, Octane",1500,98500 km,Rs 1090000
Toyota Premio F 2007,Toyota,Premio,2007,Automatic,Saloon,"Petrol, CNG, Octane",1500,98500 km,Rs 1490000
Toyota Fielder Axio 2008,Toyota,Fielder,2008,Automatic,Saloon,"Petrol, CNG, Octane",1500,111000 km,Rs 1080000
Toyota AXIO-G 2008,Toyota,Other Model,2008,Automatic,Saloon,"Petrol, CNG, Octane",1500,53000 km,Rs 1060000
Toyota Axio x 2010,Toyota,Axio,2010,Automatic,Saloon,"Petrol, CNG, Octane",1500,65000 km,Rs 1290000
Toyota Allion g 2011,Toyota,Allion,2011,Automatic,Saloon,"Petrol, CNG, Octane",1500,42100 km,Rs 1745000
Toyota Allion G PKG BEIGE INTERIOR 2011,Toyota,Allion,2011,Automatic,Saloon,"Petrol, CNG, Octane",1500,66565 km,Rs 1800000
Toyota Premio F 2011,Toyota,Premio,2011,Automatic,Saloon,"Petrol, CNG, Octane",1500,64000 km,Rs 1970000
Toyota Allion A15 2012,Toyota,Allion,2012,Automatic,Saloon,"Petrol, CNG, Octane",1500,52000 km,Rs 1890000
Toyota Axio X NEW EDITION 2012,Toyota,Axio,2012,Automatic,Saloon,"Petrol, CNG, Octane",1500,62000 km,Rs 1320000
Toyota Premio G Superior 2012,Toyota,Premio,2012,Automatic,Saloon,"Petrol, CNG, Octane",1500,27000 km,Rs 2050000
Toyota Premio G SUPERIOR PACKAGE 2013,Toyota,Premio,2013,Automatic,Saloon,"Petrol, CNG, Octane",1500,59698 km,Rs 2150000
Toyota Premio G Superior 2014,Toyota,Premio,2014,Automatic,Saloon,"Petrol, CNG, Octane",1500,50000 km,Rs 2280000
Toyota Hilux Surf 2001,Toyota,Hilux,2001,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2700,89260 km,Rs 1500000
Toyota Kluger jeep 2002,Toyota,Kluger,2002,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2400,62000 km,Rs 1450000
Toyota RAV4 L PACKAGE 1.8 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,"Petrol, CNG, Octane",1800,74174 km,Rs 1350000
Toyota Prado LOCATION DHAKA 2006,Toyota,Prado,2006,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2700,74567 km,Rs 3650000
Toyota Rush G EDITION PACKAGE 2008,Toyota,Rush,2008,Automatic,SUV / 4x4,"Petrol, CNG, Octane",1500,54146 km,Rs 1050000
Toyota Hiace SUP. GL DUEL AC 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, CNG, Octane, LPG",2000,41233 km,Rs 2800000
Honda Grace DX Hybrid 2016,Honda,Grace,2016,Automatic,Saloon,"Petrol, Hybrid",1500,28907 km,Rs 1650000
Toyota Fielder G 2016,Toyota,Fielder,2016,Automatic,Estate,"Petrol, Hybrid, Octane",1500,33250 km,Rs 1800000
Toyota Fielder X 2016,Toyota,Fielder,2016,Automatic,Estate,"Petrol, Hybrid, Octane",1500,36520 km,Rs 1700000
Toyota Aqua X urban 2015,Toyota,Aqua,2015,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,66000 km,Rs 1480000
Toyota Aqua S Purple Ready stock 2015,Toyota,Aqua,2015,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,32510 km,Rs 1400000
Toyota Aqua S Push Start 2015,Toyota,Aqua,2015,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,65222 km,Rs 1450000
Toyota Aqua S package 2016,Toyota,Aqua,2016,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,32190 km,Rs 1390000
Honda Fit L edition 2016,Honda,Fit,2016,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,34790 km,Rs 1490000
Toyota C-HR G Led 2017,Toyota,C-HR,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,21963 km,Rs 3150000
Toyota C-HR G package 2017,Toyota,C-HR,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,15038 km,Rs 3050000
Toyota C-HR G package 2017,Toyota,C-HR,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,21683 km,Rs 3050000
Toyota Noah hybrid 2015,Toyota,Noah,2015,Automatic,MPV,"Petrol, Hybrid, Octane",1800,34420 km,Rs 2450000
Toyota Noah X PKG 2015,Toyota,Noah,2015,Automatic,MPV,"Petrol, Hybrid, Octane",1800,32510 km,Rs 2400000
"Toyota Noah GI PREMIUM PKG, LED 2017",Toyota,Noah,2017,Automatic,MPV,"Petrol, Hybrid, Octane",2000,26000 km,Rs 3695000
"Toyota Noah GI PREMIUM PKG, LED 2017",Toyota,Noah,2017,Automatic,MPV,"Petrol, Hybrid, Octane",2000,44000 km,Rs 4040000
Toyota Axio Hybride 2014,Toyota,Axio,2014,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,32638 km,Rs 1480000
Toyota Axio X Silver Ready stock 2015,Toyota,Axio,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,46332 km,Rs 1560000
Toyota Fielder X NEW SHAPE Hybrid 2015,Toyota,Fielder,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,94000 km,Rs 1719996
Toyota Fielder WXB Hybrid 2015,Toyota,Fielder,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,35420 km,Rs 1900000
Honda Grace LX 2015,Honda,Grace,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,25197 km,Rs 1750000
Toyota Axio X NEW SHAPE Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,56000 km,Rs 1800000
Toyota Axio X NEW SHAPE Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,54946 km,Rs 1840000
Toyota Axio X NEW SHAPE Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,32000 km,Rs 1870000
Toyota Axio X NEW SHAPE Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,35000 km,Rs 1865000
Toyota Axio X 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,28450 km,Rs 1800000
Toyota Axio HV Safety Sense 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,56200 km,Rs 1880000
Toyota Axio HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,69960 km,Rs 1960000
Toyota Axio HYBRID 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,20800 km,Rs 1750000
Toyota Axio HYBRID X 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,24286 km,Rs 1900000
Toyota Axio HYBRID X 2016,Toyota,Axio,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,40943 km,Rs 1900000
Honda Grace HV LX GREY 2016,Honda,Grace,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,58500 km,Rs 2180000
Toyota Prius S package 2016,Toyota,Prius,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1800,26450 km,Rs 2250000
Toyota Prius S touring package 2016,Toyota,Prius,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1800,21065 km,Rs 2499000
Toyota Prius S TOURING SEL 2016,Toyota,Prius,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1800,54500 km,Rs 2580000
Toyota Sienta Hybrid G 2016,Toyota,Sienta,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,34126 km,Rs 2130000
Nissan X-Trail HV Sunroof 2016,Nissan,X-Trail,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,90700 km,Rs 3700000
Toyota Premio FL LED 2017,Toyota,Premio,2017,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,52552 km,Rs 2780000
Toyota Premio FL NEW SHAPEPOINT3-5 2018,Toyota,Premio,2018,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,4839 km,Rs 3600000
Toyota Premio F EX NEW SH POINT4-5 2019,Toyota,Premio,2019,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,18452 km,Rs 3710000
Honda Vezel RS SENSING PKG 2016,Honda,Vezel,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1500,50000 km,Rs 2950000
Nissan X-Trail EMERGENCY B POINT4-5 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,38855 km,Rs 3665000
Nissan X-Trail EMERGENCY BRAKE PKG 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,42000 km,Rs 3600000
Nissan X-Trail EMERGENCY BRAKE PKG 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,53000 km,Rs 3620000
Nissan X-Trail EMERGENCY BRAKE PKG 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,62000 km,Rs 3590000
Nissan X-Trail MOD PREMIERPOINT4-5 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,65380 km,Rs 3770000
Nissan X-Trail EBP Sunroof 2016,Nissan,X-Trail,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,90100 km,Rs 3740000
Toyota C-HR G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,34917 km,Rs 3290000
Toyota C-HR G LED HYBRID OFFER 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,18225 km,Rs 3100000
Toyota C-HR G LED 2 TONE 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,28900 km,Rs 3290000
Toyota C-HR G LED MODELISTA 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,62370 km,Rs 3390000
Toyota C-HR HV G LED 2017,Toyota,C-HR,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,73500 km,Rs 3200000
Toyota Harrier PROGRESS-METAL 2017,Toyota,Harrier,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2500,46611 km,Rs 6950000
Nissan X-Trail 4WD EBP Sunroof 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,34600 km,Rs 4800000
Nissan X-Trail EBP 2WD PRO PILOT 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,71664 km,Rs 4080000
Nissan X-Trail EBP 360 PRO PILOT 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,54667 km,Rs 4320000
Nissan X-Trail EBP 360 PRO PILOT 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,55770 km,Rs 4360000
Nissan X-Trail EBP 360CAM PRO PILOT 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,58500 km,Rs 4280000
Nissan X-Trail EXtremer Sunroof 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,26800 km,Rs 4900000
Nissan X-Trail HV 360CAM PRO PILOT 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,71500 km,Rs 3990000
Nissan X-Trail HV 4WD 360 PRO PILOT 2017,Nissan,X-Trail,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,48419 km,Rs 4180000
Toyota C-HR G LED Edition 2018,Toyota,C-HR,2018,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,28970 km,Rs 3348000
Honda Vezel z- HYBRID 2018,Honda,Vezel,2018,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1500,33142 km,Rs 3250000
Nissan X-Trail HV 4WD 360CAM 2018,Nissan,X-Trail,2018,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,20100 km,Rs 4520000
Toyota Prius Hybrid 2016,Toyota,Prius,2016,Automatic,Saloon,"Petrol, Hybrid, Octane, LPG",1800,21549 km,Rs 2350000
Toyota Corolla AE110 XE Saloon LPG 1996,Toyota,Corolla,1996,Automatic,Saloon,"Petrol, LPG",1500,89000 km,Rs 380000
Land Rover Discovery EUROPEAN BEAUTY 2017,Land Rover,Discovery,2017,Automatic,Convertible,"Petrol, Octane",2000,12000 km,Rs 7500000
Toyota Rush Fresh Condition 2007,Toyota,Rush,2007,Automatic,Hatchback,"Petrol, Octane",1500,90000 km,Rs 1180000
Toyota VITZ 2008,Toyota,Other Model,2008,Automatic,Hatchback,"Petrol, Octane",1000,70000 km,Rs 850000
Toyota Noah X SMART 2011,Toyota,Noah,2011,Automatic,MPV,"Petrol, Octane",2000,52110 km,Rs 2180000
Toyota Hiace SUPER GLTRH200KEY ST 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, Octane",2000,67000 km,Rs 2980000
Toyota Hiace Ambulance 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, Octane",2000,39467 km,Rs 1390000
Toyota Hiace [ GL DUAL AC ] 2015,Toyota,Hiace,2015,Automatic,MPV,"Petrol, Octane",2000,43675 km,Rs 2250000
Toyota Noah X hybrid 2015,Toyota,Noah,2015,Automatic,MPV,"Petrol, Octane",1800,35854 km,Rs 2400000
